Location,Sex,Age,Total
S02000975,Male,"[17,70)",1376
S02000975,Female,"70+",512
S02000975,Male,"70+",474
S02001224,Female,"[0,17)",738
S02001224,Male,"[0,17)",683
S02001224,Female,"[17,70)",2236
S02001224,Male,"[17,70)",2065
S02001224,Female,"70+",552
S02001224,Male,"70+",511
S02000367,Female,"[0,17)",501
S02000367,Male,"[0,17)",463
S02000367,Female,"[17,70)",2138
S02000367,Male,"[17,70)",1975
S02000367,Female,"70+",567
S02000367,Male,"70+",524
S02000472,Female,"[0,17)",372
S02000472,Male,"[0,17)",345
S02000472,Female,"[17,70)",1294
S02000472,Male,"[17,70)",1195
S02000472,Female,"70+",313
S02000472,Male,"70+",289
S02000475,Female,"[0,17)",318
S02000475,Male,"[0,17)",294
S02000475,Female,"[17,70)",1048
S02000475,Male,"[17,70)",968
S02000475,Female,"70+",301
S02000475,Male,"70+",278
S02000923,Female,"[0,17)",574
S02000923,Male,"[0,17)",531
S02000923,Female,"[17,70)",1956
S02000923,Male,"[17,70)",1806
S02000923,Female,"70+",550
S02000923,Male,"70+",508
S02000844,Female,"[0,17)",253
S02000844,Male,"[0,17)",235
S02000844,Female,"[17,70)",876
S02000844,Male,"[17,70)",809
S02000844,Female,"70+",216
S02000844,Male,"70+",201
S02000850,Female,"[0,17)",481
S02000850,Male,"[0,17)",445
S02000850,Female,"[17,70)",1381
S02000850,Male,"[17,70)",1275
S02000850,Female,"70+",295
S02000850,Male,"70+",273
S02000847,Female,"[0,17)",245
S02000847,Male,"[0,17)",227
S02000847,Female,"[17,70)",1057
S02000847,Male,"[17,70)",976
S02000847,Female,"70+",441
S02000847,Male,"70+",408
S02001135,Female,"[0,17)",203
S02001135,Male,"[0,17)",189
S02001135,Female,"[17,70)",915
S02001135,Male,"[17,70)",846
S02001135,Female,"70+",220
S02001135,Male,"70+",204
S02001131,Female,"[0,17)",396
S02001131,Male,"[0,17)",366
S02001131,Female,"[17,70)",1435
S02001131,Male,"[17,70)",1326
S02001131,Female,"70+",295
S02001131,Male,"70+",274
S02000259,Female,"[0,17)",377
S02000259,Male,"[0,17)",348
S02000259,Female,"[17,70)",1275
S02000259,Male,"[17,70)",1178
S02000259,Female,"70+",406
S02000259,Male,"70+",376
S02000258,Female,"[0,17)",197
S02000258,Male,"[0,17)",182
S02000258,Female,"[17,70)",742
S02000258,Male,"[17,70)",686
S02000258,Female,"70+",254
S02000258,Male,"70+",235
S02001169,Female,"[0,17)",431
S02001169,Male,"[0,17)",398
S02001169,Female,"[17,70)",1961
S02001169,Male,"[17,70)",1812
S02001169,Female,"70+",471
S02001169,Male,"70+",436
S02000208,Female,"[0,17)",404
S02000208,Male,"[0,17)",374
S02000208,Female,"[17,70)",2367
S02000208,Male,"[17,70)",2185
S02000208,Female,"70+",231
S02000208,Male,"70+",214
S02000404,Female,"[0,17)",299
S02000404,Male,"[0,17)",277
S02000404,Female,"[17,70)",2312
S02000404,Male,"[17,70)",2135
S02000404,Female,"70+",436
S02000404,Male,"70+",404
S02000028,Female,"[0,17)",430
S02000028,Male,"[0,17)",397
S02000028,Female,"[17,70)",1811
S02000028,Male,"[17,70)",1673
S02000028,Female,"70+",625
S02000028,Male,"70+",578
S02000052,Female,"[0,17)",570
S02000052,Male,"[0,17)",527
S02000052,Female,"[17,70)",2009
S02000052,Male,"[17,70)",1855
S02000052,Female,"70+",589
S02000052,Male,"70+",544
S02000051,Female,"[0,17)",401
S02000051,Male,"[0,17)",372
S02000051,Female,"[17,70)",1594
S02000051,Male,"[17,70)",1473
S02000051,Female,"70+",531
S02000051,Male,"70+",491
S02001092,Female,"[0,17)",536
S02001092,Male,"[0,17)",496
S02001092,Female,"[17,70)",1852
S02001092,Male,"[17,70)",1710
S02001092,Female,"70+",539
S02001092,Male,"70+",498
S02000436,Female,"[0,17)",213
S02000436,Male,"[0,17)",198
S02000436,Female,"[17,70)",875
S02000436,Male,"[17,70)",809
S02000436,Female,"70+",422
S02000436,Male,"70+",390
S02000437,Female,"[0,17)",292
S02000437,Male,"[0,17)",270
S02000437,Female,"[17,70)",1081
S02000437,Male,"[17,70)",999
S02000437,Female,"70+",341
S02000437,Male,"70+",315
S02000169,Female,"[0,17)",381
S02000169,Male,"[0,17)",353
S02000169,Female,"[17,70)",1405
S02000169,Male,"[17,70)",1297
S02000169,Female,"70+",517
S02000169,Male,"70+",479
S02000170,Female,"[0,17)",344
S02000170,Male,"[0,17)",319
S02000170,Female,"[17,70)",1103
S02000170,Male,"[17,70)",1020
S02000170,Female,"70+",456
S02000170,Male,"70+",421
S02001094,Female,"[0,17)",299
S02001094,Male,"[0,17)",277
S02001094,Female,"[17,70)",904
S02001094,Male,"[17,70)",836
S02001094,Female,"70+",292
S02001094,Male,"70+",270
S02001089,Female,"[0,17)",410
S02001089,Male,"[0,17)",380
S02001089,Female,"[17,70)",1499
S02001089,Male,"[17,70)",1385
S02001089,Female,"70+",515
S02001089,Male,"70+",476
S02000614,Female,"[0,17)",445
S02000614,Male,"[0,17)",412
S02000614,Female,"[17,70)",2335
S02000614,Male,"[17,70)",2156
S02000614,Female,"70+",266
S02000614,Male,"70+",247
S02001167,Female,"[0,17)",545
S02001167,Male,"[0,17)",504
S02001167,Female,"[17,70)",1788
S02001167,Male,"[17,70)",1651
S02001167,Female,"70+",639
S02001167,Male,"70+",590
S02000946,Female,"[0,17)",238
S02000946,Male,"[0,17)",220
S02000946,Female,"[17,70)",1003
S02000946,Male,"[17,70)",927
S02000946,Female,"70+",412
S02000946,Male,"70+",381
S02001097,Female,"[0,17)",351
S02001097,Male,"[0,17)",324
S02001097,Female,"[17,70)",1153
S02001097,Male,"[17,70)",1066
S02001097,Female,"70+",314
S02001097,Male,"70+",290
S02000020,Female,"[0,17)",331
S02000020,Male,"[0,17)",307
S02000020,Female,"[17,70)",1335
S02000020,Male,"[17,70)",1233
S02000020,Female,"70+",437
S02000020,Male,"70+",405
S02000713,Female,"[0,17)",422
S02000713,Male,"[0,17)",390
S02000713,Female,"[17,70)",1595
S02000713,Male,"[17,70)",1474
S02000713,Female,"70+",258
S02000713,Male,"70+",240
S02000710,Female,"[0,17)",346
S02000710,Male,"[0,17)",321
S02000710,Female,"[17,70)",1265
S02000710,Male,"[17,70)",1169
S02000710,Female,"70+",394
S02000710,Male,"70+",365
S02000185,Female,"[0,17)",489
S02000185,Male,"[0,17)",453
S02000185,Female,"[17,70)",1750
S02000185,Male,"[17,70)",1616
S02000185,Female,"70+",655
S02000185,Male,"70+",605
S02000916,Female,"[0,17)",382
S02000916,Male,"[0,17)",354
S02000916,Female,"[17,70)",1634
S02000916,Male,"[17,70)",1509
S02000916,Female,"70+",505
S02000916,Male,"70+",467
S02000762,Female,"[0,17)",320
S02000762,Male,"[0,17)",297
S02000762,Female,"[17,70)",1256
S02000762,Male,"[17,70)",1161
S02000762,Female,"70+",617
S02000762,Male,"70+",571
S02000764,Female,"[0,17)",226
S02000764,Male,"[0,17)",210
S02000764,Female,"[17,70)",1093
S02000764,Male,"[17,70)",1009
S02000764,Female,"70+",444
S02000764,Male,"70+",410
S02000761,Female,"[0,17)",452
S02000761,Male,"[0,17)",418
S02000761,Female,"[17,70)",1808
S02000761,Male,"[17,70)",1670
S02000761,Female,"70+",960
S02000761,Male,"70+",887
S02000759,Female,"[0,17)",394
S02000759,Male,"[0,17)",365
S02000759,Female,"[17,70)",1170
S02000759,Male,"[17,70)",1081
S02000759,Female,"70+",398
S02000759,Male,"70+",368
S02000455,Female,"[0,17)",208
S02000455,Male,"[0,17)",192
S02000455,Female,"[17,70)",842
S02000455,Male,"[17,70)",779
S02000455,Female,"70+",373
S02000455,Male,"70+",345
S02000583,Female,"[0,17)",334
S02000583,Male,"[0,17)",309
S02000583,Female,"[17,70)",1287
S02000583,Male,"[17,70)",1188
S02000583,Female,"70+",396
S02000583,Male,"70+",367
S02001179,Female,"[0,17)",323
S02001179,Male,"[0,17)",299
S02001179,Female,"[17,70)",1114
S02001179,Male,"[17,70)",1029
S02001179,Female,"70+",360
S02001179,Male,"70+",334
S02000217,Female,"[0,17)",297
S02000217,Male,"[0,17)",275
S02000217,Female,"[17,70)",1764
S02000217,Male,"[17,70)",1630
S02000217,Female,"70+",471
S02000217,Male,"70+",436
S02000349,Female,"[0,17)",444
S02000349,Male,"[0,17)",411
S02000349,Female,"[17,70)",1648
S02000349,Male,"[17,70)",1523
S02000349,Female,"70+",437
S02000349,Male,"70+",404
S02001117,Female,"[0,17)",287
S02001117,Male,"[0,17)",266
S02001117,Female,"[17,70)",1211
S02001117,Male,"[17,70)",1118
S02001117,Female,"70+",415
S02001117,Male,"70+",384
S02000539,Female,"[0,17)",403
S02000539,Male,"[0,17)",372
S02000539,Female,"[17,70)",1402
S02000539,Male,"[17,70)",1295
S02000539,Female,"70+",418
S02000539,Male,"70+",387
S02001124,Female,"[0,17)",392
S02001124,Male,"[0,17)",363
S02001124,Female,"[17,70)",1428
S02001124,Male,"[17,70)",1319
S02001124,Female,"70+",251
S02001124,Male,"70+",233
S02000806,Female,"[0,17)",393
S02000806,Male,"[0,17)",364
S02000806,Female,"[17,70)",1276
S02000806,Male,"[17,70)",1179
S02000806,Female,"70+",364
S02000806,Male,"70+",336
S02000920,Female,"[0,17)",453
S02000920,Male,"[0,17)",419
S02000920,Female,"[17,70)",1871
S02000920,Male,"[17,70)",1728
S02000920,Female,"70+",477
S02000920,Male,"70+",441
S02000769,Female,"[0,17)",188
S02000769,Male,"[0,17)",174
S02000769,Female,"[17,70)",907
S02000769,Male,"[17,70)",839
S02000769,Female,"70+",344
S02000769,Male,"70+",319
S02000770,Female,"[0,17)",428
S02000770,Male,"[0,17)",396
S02000770,Female,"[17,70)",1485
S02000770,Male,"[17,70)",1371
S02000770,Female,"70+",509
S02000770,Male,"70+",471
S02000163,Female,"[0,17)",355
S02000163,Male,"[0,17)",328
S02000163,Female,"[17,70)",1581
S02000163,Male,"[17,70)",1461
S02000163,Female,"70+",559
S02000163,Male,"70+",516
S02000036,Female,"[0,17)",475
S02000036,Male,"[0,17)",439
S02000036,Female,"[17,70)",1699
S02000036,Male,"[17,70)",1569
S02000036,Female,"70+",251
S02000036,Male,"70+",233
S02000385,Female,"[0,17)",179
S02000385,Male,"[0,17)",166
S02000385,Female,"[17,70)",2691
S02000385,Male,"[17,70)",2485
S02000385,Female,"70+",181
S02000385,Male,"70+",168
S02000630,Female,"[0,17)",329
S02000630,Male,"[0,17)",305
S02000630,Female,"[17,70)",1315
S02000630,Male,"[17,70)",1215
S02000630,Female,"70+",257
S02000630,Male,"70+",238
S02001171,Female,"[0,17)",278
S02001171,Male,"[0,17)",257
S02001171,Female,"[17,70)",1002
S02001171,Male,"[17,70)",926
S02001171,Female,"70+",548
S02001171,Male,"70+",506
S02000278,Female,"[0,17)",252
S02000278,Male,"[0,17)",233
S02000278,Female,"[17,70)",955
S02000278,Male,"[17,70)",883
S02000278,Female,"70+",267
S02000278,Male,"70+",247
S02000015,Female,"[0,17)",526
S02000015,Male,"[0,17)",487
S02000015,Female,"[17,70)",1643
S02000015,Male,"[17,70)",1518
S02000015,Female,"70+",315
S02000015,Male,"70+",291
S02000012,Female,"[0,17)",425
S02000012,Male,"[0,17)",394
S02000012,Female,"[17,70)",2249
S02000012,Male,"[17,70)",2077
S02000012,Female,"70+",331
S02000012,Male,"70+",307
S02000610,Female,"[0,17)",528
S02000610,Male,"[0,17)",489
S02000610,Female,"[17,70)",1933
S02000610,Male,"[17,70)",1786
S02000610,Female,"70+",496
S02000610,Male,"70+",459
S02001172,Female,"[0,17)",258
S02001172,Male,"[0,17)",239
S02001172,Female,"[17,70)",1972
S02001172,Male,"[17,70)",1821
S02001172,Female,"70+",325
S02001172,Male,"70+",301
S02000919,Female,"[0,17)",718
S02000919,Male,"[0,17)",664
S02000919,Female,"[17,70)",2292
S02000919,Male,"[17,70)",2117
S02000919,Female,"70+",455
S02000919,Male,"70+",421
S02000425,Female,"[0,17)",433
S02000425,Male,"[0,17)",400
S02000425,Female,"[17,70)",1500
S02000425,Male,"[17,70)",1385
S02000425,Female,"70+",503
S02000425,Male,"70+",466
S02001077,Female,"[0,17)",361
S02001077,Male,"[0,17)",334
S02001077,Female,"[17,70)",1554
S02001077,Male,"[17,70)",1435
S02001077,Female,"70+",859
S02001077,Male,"70+",793
S02000159,Female,"[0,17)",554
S02000159,Male,"[0,17)",512
S02000159,Female,"[17,70)",1919
S02000159,Male,"[17,70)",1772
S02000159,Female,"70+",275
S02000159,Male,"70+",255
S02000156,Female,"[0,17)",435
S02000156,Male,"[0,17)",402
S02000156,Female,"[17,70)",1480
S02000156,Male,"[17,70)",1367
S02000156,Female,"70+",374
S02000156,Male,"70+",346
S02000091,Female,"[0,17)",330
S02000091,Male,"[0,17)",305
S02000091,Female,"[17,70)",1311
S02000091,Male,"[17,70)",1212
S02000091,Female,"70+",577
S02000091,Male,"70+",534
S02000283,Female,"[0,17)",243
S02000283,Male,"[0,17)",226
S02000283,Female,"[17,70)",929
S02000283,Male,"[17,70)",858
S02000283,Female,"70+",255
S02000283,Male,"70+",236
S02001155,Female,"[0,17)",418
S02001155,Male,"[0,17)",387
S02001155,Female,"[17,70)",1880
S02001155,Male,"[17,70)",1736
S02001155,Female,"70+",626
S02001155,Male,"70+",579
S02001230,Female,"[0,17)",322
S02001230,Male,"[0,17)",299
S02001230,Female,"[17,70)",1113
S02001230,Male,"[17,70)",1028
S02001230,Female,"70+",446
S02001230,Male,"70+",413
S02000198,Female,"[0,17)",408
S02000198,Male,"[0,17)",378
S02000198,Female,"[17,70)",1451
S02000198,Male,"[17,70)",1340
S02000198,Female,"70+",557
S02000198,Male,"70+",516
S02000501,Female,"[0,17)",328
S02000501,Male,"[0,17)",303
S02000501,Female,"[17,70)",1127
S02000501,Male,"[17,70)",1041
S02000501,Female,"70+",359
S02000501,Male,"70+",332
S02001149,Female,"[0,17)",341
S02001149,Male,"[0,17)",315
S02001149,Female,"[17,70)",1306
S02001149,Male,"[17,70)",1207
S02001149,Female,"70+",441
S02001149,Male,"70+",408
S02000682,Female,"[0,17)",258
S02000682,Male,"[0,17)",239
S02000682,Female,"[17,70)",897
S02000682,Male,"[17,70)",828
S02000682,Female,"70+",255
S02000682,Male,"70+",237
S02000963,Female,"[0,17)",476
S02000963,Male,"[0,17)",440
S02000963,Female,"[17,70)",1882
S02000963,Male,"[17,70)",1739
S02000963,Female,"70+",598
S02000963,Male,"70+",553
S02000899,Female,"[0,17)",589
S02000899,Male,"[0,17)",545
S02000899,Female,"[17,70)",1950
S02000899,Male,"[17,70)",1800
S02000899,Female,"70+",444
S02000899,Male,"70+",410
S02000939,Female,"[0,17)",231
S02000939,Male,"[0,17)",215
S02000939,Female,"[17,70)",930
S02000939,Male,"[17,70)",859
S02000939,Female,"70+",298
S02000939,Male,"70+",276
S02001175,Female,"[0,17)",435
S02001175,Male,"[0,17)",402
S02001175,Female,"[17,70)",1448
S02001175,Male,"[17,70)",1338
S02001175,Female,"70+",265
S02001175,Male,"70+",245
S02000428,Female,"[0,17)",728
S02000428,Male,"[0,17)",673
S02000428,Female,"[17,70)",2644
S02000428,Male,"[17,70)",2442
S02000428,Female,"70+",523
S02000428,Male,"70+",484
S02000537,Female,"[0,17)",247
S02000537,Male,"[0,17)",229
S02000537,Female,"[17,70)",1061
S02000537,Male,"[17,70)",981
S02000537,Female,"70+",331
S02000537,Male,"70+",307
S02000321,Female,"[0,17)",437
S02000321,Male,"[0,17)",404
S02000321,Female,"[17,70)",1661
S02000321,Male,"[17,70)",1534
S02000321,Female,"70+",550
S02000321,Male,"70+",508
S02000777,Female,"[0,17)",353
S02000777,Male,"[0,17)",327
S02000777,Female,"[17,70)",1586
S02000777,Male,"[17,70)",1464
S02000777,Female,"70+",476
S02000777,Male,"70+",440
S02001203,Female,"[0,17)",278
S02001203,Male,"[0,17)",257
S02001203,Female,"[17,70)",1114
S02001203,Male,"[17,70)",1030
S02001203,Female,"70+",401
S02001203,Male,"70+",372
S02000285,Female,"[0,17)",255
S02000285,Male,"[0,17)",236
S02000285,Female,"[17,70)",941
S02000285,Male,"[17,70)",870
S02000285,Female,"70+",228
S02000285,Male,"70+",212
S02000019,Female,"[0,17)",364
S02000019,Male,"[0,17)",337
S02000019,Female,"[17,70)",1272
S02000019,Male,"[17,70)",1175
S02000019,Female,"70+",273
S02000019,Male,"70+",252
S02000017,Female,"[0,17)",407
S02000017,Male,"[0,17)",376
S02000017,Female,"[17,70)",2639
S02000017,Male,"[17,70)",2437
S02000017,Female,"70+",292
S02000017,Male,"70+",271
S02000210,Female,"[0,17)",210
S02000210,Male,"[0,17)",194
S02000210,Female,"[17,70)",865
S02000210,Male,"[17,70)",800
S02000210,Female,"70+",540
S02000210,Male,"70+",500
S02000858,Female,"[0,17)",373
S02000858,Male,"[0,17)",346
S02000858,Female,"[17,70)",1335
S02000858,Male,"[17,70)",1233
S02000858,Female,"70+",603
S02000858,Male,"70+",558
S02000944,Female,"[0,17)",288
S02000944,Male,"[0,17)",266
S02000944,Female,"[17,70)",1272
S02000944,Male,"[17,70)",1176
S02000944,Female,"70+",413
S02000944,Male,"70+",382
S02001040,Female,"[0,17)",542
S02001040,Male,"[0,17)",502
S02001040,Female,"[17,70)",1732
S02001040,Male,"[17,70)",1600
S02001040,Female,"70+",504
S02001040,Male,"70+",466
S02000948,Female,"[0,17)",373
S02000948,Male,"[0,17)",346
S02000948,Female,"[17,70)",1329
S02000948,Male,"[17,70)",1227
S02000948,Female,"70+",443
S02000948,Male,"70+",410
S02001125,Female,"[0,17)",260
S02001125,Male,"[0,17)",241
S02001125,Female,"[17,70)",1021
S02001125,Male,"[17,70)",944
S02001125,Female,"70+",318
S02001125,Male,"70+",295
S02000314,Female,"[0,17)",490
S02000314,Male,"[0,17)",454
S02000314,Female,"[17,70)",1925
S02000314,Male,"[17,70)",1777
S02000314,Female,"70+",496
S02000314,Male,"70+",459
S02000422,Female,"[0,17)",1029
S02000422,Male,"[0,17)",950
S02000422,Female,"[17,70)",2850
S02000422,Male,"[17,70)",2632
S02000422,Female,"70+",340
S02000422,Male,"70+",315
S02000224,Female,"[0,17)",659
S02000224,Male,"[0,17)",609
S02000224,Female,"[17,70)",2133
S02000224,Male,"[17,70)",1970
S02000224,Female,"70+",259
S02000224,Male,"70+",240
S02001157,Female,"[0,17)",712
S02001157,Male,"[0,17)",659
S02001157,Female,"[17,70)",1924
S02001157,Male,"[17,70)",1776
S02001157,Female,"70+",219
S02001157,Male,"70+",204
S02000200,Female,"[0,17)",338
S02000200,Male,"[0,17)",313
S02000200,Female,"[17,70)",2187
S02000200,Male,"[17,70)",2019
S02000200,Female,"70+",506
S02000200,Male,"70+",468
S02000220,Female,"[0,17)",420
S02000220,Male,"[0,17)",388
S02000220,Female,"[17,70)",1438
S02000220,Male,"[17,70)",1328
S02000220,Female,"70+",269
S02000220,Male,"70+",249
S02000966,Female,"[0,17)",409
S02000966,Male,"[0,17)",378
S02000966,Female,"[17,70)",1429
S02000966,Male,"[17,70)",1320
S02000966,Female,"70+",391
S02000966,Male,"70+",361
S02001176,Female,"[0,17)",273
S02001176,Male,"[0,17)",252
S02001176,Female,"[17,70)",915
S02001176,Male,"[17,70)",845
S02001176,Female,"70+",319
S02001176,Male,"70+",295
S02000263,Female,"[0,17)",291
S02000263,Male,"[0,17)",270
S02000263,Female,"[17,70)",1126
S02000263,Male,"[17,70)",1040
S02000263,Female,"70+",499
S02000263,Male,"70+",461
S02000265,Female,"[0,17)",251
S02000265,Male,"[0,17)",233
S02000265,Female,"[17,70)",956
S02000265,Male,"[17,70)",883
S02000265,Female,"70+",300
S02000265,Male,"70+",277
S02000930,Female,"[0,17)",759
S02000930,Male,"[0,17)",702
S02000930,Female,"[17,70)",2455
S02000930,Male,"[17,70)",2267
S02000930,Female,"70+",419
S02000930,Male,"70+",388
S02001228,Female,"[0,17)",323
S02001228,Male,"[0,17)",299
S02001228,Female,"[17,70)",1004
S02001228,Male,"[17,70)",928
S02001228,Female,"70+",252
S02001228,Male,"70+",233
S02000063,Female,"[0,17)",319
S02000063,Male,"[0,17)",296
S02000063,Female,"[17,70)",1374
S02000063,Male,"[17,70)",1269
S02000063,Female,"70+",425
S02000063,Male,"70+",393
S02000064,Female,"[0,17)",525
S02000064,Male,"[0,17)",485
S02000064,Female,"[17,70)",1638
S02000064,Male,"[17,70)",1513
S02000064,Female,"70+",225
S02000064,Male,"70+",209
S02001123,Female,"[0,17)",280
S02001123,Male,"[0,17)",260
S02001123,Female,"[17,70)",1119
S02001123,Male,"[17,70)",1034
S02001123,Female,"70+",386
S02001123,Male,"70+",358
S02001116,Female,"[0,17)",361
S02001116,Male,"[0,17)",334
S02001116,Female,"[17,70)",1480
S02001116,Male,"[17,70)",1367
S02001116,Female,"70+",364
S02001116,Male,"70+",337
S02000134,Female,"[0,17)",316
S02000134,Male,"[0,17)",292
S02000134,Female,"[17,70)",1276
S02000134,Male,"[17,70)",1179
S02000134,Female,"70+",599
S02000134,Male,"70+",553
S02001207,Female,"[0,17)",503
S02001207,Male,"[0,17)",465
S02001207,Female,"[17,70)",1503
S02001207,Male,"[17,70)",1389
S02001207,Female,"70+",491
S02001207,Male,"70+",455
S02000316,Female,"[0,17)",379
S02000316,Male,"[0,17)",350
S02000316,Female,"[17,70)",1127
S02000316,Male,"[17,70)",1042
S02000316,Female,"70+",445
S02000316,Male,"70+",412
S02001142,Female,"[0,17)",329
S02001142,Male,"[0,17)",304
S02001142,Female,"[17,70)",1246
S02001142,Male,"[17,70)",1152
S02001142,Female,"70+",279
S02001142,Male,"70+",259
S02001108,Female,"[0,17)",427
S02001108,Male,"[0,17)",396
S02001108,Female,"[17,70)",1305
S02001108,Male,"[17,70)",1205
S02001108,Female,"70+",404
S02001108,Male,"70+",373
S02000673,Female,"[0,17)",305
S02000673,Male,"[0,17)",283
S02000673,Female,"[17,70)",1330
S02000673,Male,"[17,70)",1229
S02000673,Female,"70+",210
S02000673,Male,"70+",195
S02000226,Female,"[0,17)",709
S02000226,Male,"[0,17)",655
S02000226,Female,"[17,70)",1865
S02000226,Male,"[17,70)",1723
S02000226,Female,"70+",349
S02000226,Male,"70+",324
S02001148,Female,"[0,17)",513
S02001148,Male,"[0,17)",475
S02001148,Female,"[17,70)",1696
S02001148,Male,"[17,70)",1566
S02001148,Female,"70+",253
S02001148,Male,"70+",235
S02000766,Female,"[0,17)",316
S02000766,Male,"[0,17)",292
S02000766,Female,"[17,70)",1053
S02000766,Male,"[17,70)",972
S02000766,Female,"70+",341
S02000766,Male,"70+",315
S02000765,Female,"[0,17)",318
S02000765,Male,"[0,17)",295
S02000765,Female,"[17,70)",1160
S02000765,Male,"[17,70)",1072
S02000765,Female,"70+",359
S02000765,Male,"70+",333
S02000319,Female,"[0,17)",381
S02000319,Male,"[0,17)",353
S02000319,Female,"[17,70)",986
S02000319,Male,"[17,70)",911
S02000319,Female,"70+",262
S02000319,Male,"70+",243
S02000382,Female,"[0,17)",423
S02000382,Male,"[0,17)",391
S02000382,Female,"[17,70)",1887
S02000382,Male,"[17,70)",1743
