time,healthboard,age,state,total
17,S08000019,"[17,70)",D,0.1189606753835691
17,S08000019,"[0,17)",S,55801.31821362773
17,S08000019,"[0,17)",E,26.157810676855906
17,S08000019,"[0,17)",A,26.01085028071761
17,S08000019,"[0,17)",I,0.9038226981164249
17,S08000019,"[0,17)",H,0.1219777349910034
17,S08000019,"[0,17)",R,18.420189277991376
17,S08000019,"[0,17)",D,0.06713570360275051
17,S08000020,70+,S,74043.77596880225
17,S08000020,70+,E,32.083147503184726
17,S08000020,70+,A,32.377177384763975
17,S08000020,70+,I,1.1371624439769472
17,S08000020,70+,H,0.15558648891153778
17,S08000020,70+,R,23.38497317712805
17,S08000020,70+,D,0.08598419978855684
17,S08000020,"[17,70)",S,404705.62326493516
17,S08000020,"[17,70)",E,34.737767180526916
17,S08000020,"[17,70)",A,35.31723262458233
17,S08000020,"[17,70)",I,1.2733992954955418
17,S08000020,"[17,70)",H,0.21793281133766482
17,S08000020,"[17,70)",R,32.67799344573109
17,S08000020,"[17,70)",D,0.1524097072834639
17,S08000020,"[0,17)",S,105516.97311782738
17,S08000020,"[0,17)",E,32.40192310309373
17,S08000020,"[0,17)",A,32.66386791897486
17,S08000020,"[0,17)",I,1.146583663871669
17,S08000020,"[0,17)",H,0.15679555893059072
17,S08000020,"[0,17)",R,23.571069686586508
17,S08000020,"[0,17)",D,0.08664224123368709
17,S08000022,70+,S,52004.715902281496
17,S08000022,70+,E,27.230377801315303
17,S08000022,70+,A,27.686764309149794
17,S08000022,70+,I,0.9773448366993769
17,S08000022,70+,H,0.1345511098891295
17,S08000022,70+,R,20.18056449577308
17,S08000022,70+,D,0.07449516567029639
17,S08000022,"[17,70)",S,213920.0885374094
17,S08000022,"[17,70)",E,29.008458813058823
17,S08000022,"[17,70)",A,29.662512884165235
17,S08000022,"[17,70)",I,1.074644245326524
17,S08000022,"[17,70)",H,0.18597786180967205
17,S08000022,"[17,70)",R,27.84899674080421
17,S08000022,"[17,70)",D,0.1308720454129333
17,S08000022,"[0,17)",S,55634.57898847312
17,S08000022,"[0,17)",E,27.28813087569846
17,S08000022,"[0,17)",A,27.735168601238414
17,S08000022,"[0,17)",I,0.9788601476219927
17,S08000022,"[0,17)",H,0.1347354111649918
17,S08000022,"[0,17)",R,20.209522414378068
17,S08000022,"[0,17)",D,0.07459407679395508
17,S08000024,70+,S,103132.2287261415
17,S08000024,70+,E,58.59057680341907
17,S08000024,70+,A,54.78419073460906
17,S08000024,70+,I,1.8117341531586388
17,S08000024,70+,H,0.22753871660808586
17,S08000024,70+,R,35.23494514957055
17,S08000024,70+,D,0.12228830113906042
17,S08000024,"[17,70)",S,635041.203465919
17,S08000024,"[17,70)",E,75.9361047953354
17,S08000024,"[17,70)",A,72.58772180869873
17,S08000024,"[17,70)",I,2.474797169175072
17,S08000024,"[17,70)",H,0.3676352721994867
17,S08000024,"[17,70)",R,56.19455233583377
17,S08000024,"[17,70)",D,0.2357227000524796
17,S08000024,"[0,17)",S,159082.0495365726
17,S08000024,"[0,17)",E,60.48551605232715
17,S08000024,"[0,17)",A,56.656756267902864
17,S08000024,"[0,17)",I,1.8768458349900974
17,S08000024,"[0,17)",H,0.2363813386884451
17,S08000024,"[0,17)",R,36.56779511568922
17,S08000024,"[0,17)",D,0.12716881790920168
17,S08000025,70+,S,3667.5844753020897
17,S08000025,70+,E,13.387679879781563
17,S08000025,70+,A,15.572195186305677
17,S08000025,70+,I,0.5903046331762917
17,S08000025,70+,H,0.08686582906322603
17,S08000025,70+,R,12.72961840050037
17,S08000025,70+,D,0.048860769084135634
17,S08000025,"[17,70)",S,14655.603292615535
17,S08000025,"[17,70)",E,15.481040361194347
17,S08000025,"[17,70)",A,17.16823794192975
17,S08000025,"[17,70)",I,0.6527030405390319
17,S08000025,"[17,70)",H,0.1208093940027397
17,S08000025,"[17,70)",R,17.886566087246848
17,S08000025,"[17,70)",D,0.08735055955714578
17,S08000025,"[0,17)",S,3730.4967239211896
17,S08000025,"[0,17)",E,13.432267476547556
17,S08000025,"[0,17)",A,15.602882981599917
17,S08000025,"[0,17)",I,0.5910710541883196
17,S08000025,"[0,17)",H,0.08692765840679467
17,S08000025,"[0,17)",R,12.741237734206884
17,S08000025,"[0,17)",D,0.048889173859339226
17,S08000026,70+,S,3126.264370072584
17,S08000026,70+,E,13.02977599202087
17,S08000026,70+,A,15.336878575247216
17,S08000026,70+,I,0.584737367326534
17,S08000026,70+,H,0.08645968793100778
17,S08000026,70+,R,12.649097274761345
17,S08000026,70+,D,0.04868103013076947
17,S08000026,"[17,70)",S,15322.17882767559
17,S08000026,"[17,70)",E,15.659589739992366
17,S08000026,"[17,70)",A,17.321633265605005
17,S08000026,"[17,70)",I,0.6574485254375285
17,S08000026,"[17,70)",H,0.12135093139566633
17,S08000026,"[17,70)",R,17.973517509243855
17,S08000026,"[17,70)",D,0.08763235274203508
17,S08000026,"[0,17)",S,4404.482138545092
17,S08000026,"[0,17)",E,13.932813154269343
17,S08000026,"[0,17)",A,15.960512364621755
17,S08000026,"[0,17)",I,0.6003723432445441
17,S08000026,"[0,17)",H,0.08773179525343512
17,S08000026,"[0,17)",R,12.887163970233825
17,S08000026,"[0,17)",D,0.04926782728390123
17,S08000028,70+,S,4806.677937409568
17,S08000028,70+,E,22.71870542299381
17,S08000028,70+,A,25.762706928785565
17,S08000028,70+,I,0.9644896185365457
17,S08000028,70+,H,0.14044640449638554
17,S08000028,70+,R,20.65688968470525
17,S08000028,70+,D,0.07882453091365427
17,S08000028,"[17,70)",S,17283.956099286013
17,S08000028,"[17,70)",E,25.25724830927169
17,S08000028,"[17,70)",A,27.731127388975597
17,S08000028,"[17,70)",I,1.049208309528251
17,S08000028,"[17,70)",H,0.19347420247523714
17,S08000028,"[17,70)",R,28.67303477507553
17,S08000028,"[17,70)",D,0.13980772866157656
17,S08000028,"[0,17)",S,4516.104538166164
17,S08000028,"[0,17)",E,22.498478173632005
17,S08000028,"[0,17)",A,25.61496752484517
17,S08000028,"[0,17)",I,0.9608596468373228
17,S08000028,"[0,17)",H,0.14015867674923502
17,S08000028,"[0,17)",R,20.602304813772083
17,S08000028,"[0,17)",D,0.07869299800228215
17,S08000029,70+,S,53499.98143103136
17,S08000029,70+,E,45.08045497951027
17,S08000029,70+,A,46.08517930160828
17,S08000029,70+,I,1.6337181788918742
17,S08000029,70+,H,0.22625136928127643
17,S08000029,70+,R,33.86746270669178
17,S08000029,70+,D,0.12550243265606933
17,S08000029,"[17,70)",S,249987.84599392558
17,S08000029,"[17,70)",E,47.54735992859839
17,S08000029,"[17,70)",A,48.8181177744286
17,S08000029,"[17,70)",I,1.7759497831559634
17,S08000029,"[17,70)",H,0.3107825957694065
17,S08000029,"[17,70)",R,46.481696637547714
17,S08000029,"[17,70)",D,0.22009935487647564
17,S08000029,"[0,17)",S,68022.34949784761
17,S08000029,"[0,17)",E,45.35924421816514
17,S08000029,"[0,17)",A,46.30730732079256
17,S08000029,"[0,17)",I,1.6403894390387854
17,S08000029,"[0,17)",H,0.22701830761198397
17,S08000029,"[0,17)",R,33.990635920617684
17,S08000029,"[0,17)",D,0.12590694612290643
17,S08000030,70+,S,63655.816117952905
17,S08000030,70+,E,20.68419715218295
17,S08000030,70+,A,20.043610017477025
17,S08000030,70+,I,0.6822667586671453
17,S08000030,70+,H,0.08938111669046829
17,S08000030,70+,R,13.635709568753768
17,S08000030,70+,D,0.04871743337622595
17,S08000030,"[17,70)",S,280477.5747494129
17,S08000030,"[17,70)",E,24.411135880338353
17,S08000030,"[17,70)",A,23.927173051194522
17,S08000030,"[17,70)",I,0.8351943394724127
17,S08000030,"[17,70)",H,0.1322037856921312
17,S08000030,"[17,70)",R,20.03116363989645
17,S08000030,"[17,70)",D,0.08837989035512434
17,S08000030,"[0,17)",S,71766.40542192203
17,S08000030,"[0,17)",E,20.83858844986454
17,S08000030,"[0,17)",A,20.191414173560098
17,S08000030,"[0,17)",I,0.6873179321837108
17,S08000030,"[0,17)",H,0.09005661550783219
17,S08000030,"[0,17)",R,13.73811190909758
17,S08000030,"[0,17)",D,0.049088997786657415
17,S08000031,70+,S,137153.68988652033
17,S08000031,70+,E,61.64407252486427
17,S08000031,70+,A,58.52004799358228
17,S08000031,70+,I,1.9633438773883427
17,S08000031,70+,H,0.2526418839794859
17,S08000031,70+,R,38.79302492875634
17,S08000031,70+,D,0.13698227104494426
17,S08000031,"[17,70)",S,829359.2646711819
17,S08000031,"[17,70)",E,77.50684448989699
17,S08000031,"[17,70)",A,74.38027037219615
17,S08000031,"[17,70)",I,2.553391861982047
17,S08000031,"[17,70)",H,0.3913770663331534
17,S08000031,"[17,70)",R,59.64617185801395
17,S08000031,"[17,70)",D,0.2572731694362533
17,S08000031,"[0,17)",S,207925.23657284415
17,S08000031,"[0,17)",E,63.33000828542833
17,S08000031,"[0,17)",A,60.129564177075984
17,S08000031,"[0,17)",I,2.017889800250551
17,S08000031,"[0,17)",H,0.25980363497477044
17,S08000031,"[0,17)",R,39.88526677424429
17,S08000031,"[0,17)",D,0.14089448391755915
17,S08000032,70+,S,82992.11901977724
17,S08000032,70+,E,26.927533354455424
17,S08000032,70+,A,25.707843452048486
17,S08000032,70+,I,0.8666232403956975
17,S08000032,70+,H,0.11233883758128245
17,S08000032,70+,R,17.205576757638553
17,S08000032,70+,D,0.06106458065500461
17,S08000032,"[17,70)",S,450757.40452585556
17,S08000032,"[17,70)",E,33.27002968640824
17,S08000032,"[17,70)",A,31.984304215352264
17,S08000032,"[17,70)",I,1.1006590186986918
17,S08000032,"[17,70)",H,0.1704775081508018
17,S08000032,"[17,70)",R,25.957023853710428
17,S08000032,"[17,70)",D,0.11297986220697705
17,S08000032,"[0,17)",S,125214.1218034569
17,S08000032,"[0,17)",E,27.698441077893936
17,S08000032,"[0,17)",A,26.428843719451123
17,S08000032,"[0,17)",I,0.8907020881187736
17,S08000032,"[0,17)",H,0.115442086888636
17,S08000032,"[0,17)",R,17.682017280524704
17,S08000032,"[0,17)",D,0.06275029027699425
18,S08000015,70+,S,58628.28388519368
18,S08000015,70+,E,19.480110159212405
18,S08000015,70+,A,19.72761703348983
18,S08000015,70+,I,0.6962447314725327
18,S08000015,70+,H,0.09781751729758525
18,S08000015,70+,R,14.658839596740508
18,S08000015,70+,D,0.05548576811256005
18,S08000015,"[17,70)",S,245617.16543086056
18,S08000015,"[17,70)",E,21.081810281196923
18,S08000015,"[17,70)",A,21.345524353858362
18,S08000015,"[17,70)",I,0.7645405673438017
18,S08000015,"[17,70)",H,0.12807289006922834
18,S08000015,"[17,70)",R,19.424202995176394
18,S08000015,"[17,70)",D,0.09041805196251138
18,S08000015,"[0,17)",S,65252.09900330295
18,S08000015,"[0,17)",E,19.55778976540675
18,S08000015,"[0,17)",A,19.792903575666212
18,S08000015,"[0,17)",I,0.6982884972218736
18,S08000015,"[0,17)",H,0.0980687259701459
18,S08000015,"[0,17)",R,14.698323169946473
18,S08000015,"[0,17)",D,0.05562296282889863
18,S08000016,70+,S,19916.717519149337
18,S08000016,70+,E,36.95739650875246
18,S08000016,70+,A,39.102006943606554
18,S08000016,70+,I,1.4177979206013118
18,S08000016,70+,H,0.20545769357630875
18,S08000016,70+,R,30.48220440587743
18,S08000016,70+,D,0.11761737827108747
18,S08000016,"[17,70)",S,74887.5653524522
18,S08000016,"[17,70)",E,38.535045385618155
18,S08000016,"[17,70)",A,40.50110854122317
18,S08000016,"[17,70)",I,1.4894333016702452
18,S08000016,"[17,70)",H,0.26178548892012304
18,S08000016,"[17,70)",R,39.457727720851615
18,S08000016,"[17,70)",D,0.1895471094812432
18,S08000016,"[0,17)",S,20128.680220238486
18,S08000016,"[0,17)",E,36.97679635730206
18,S08000016,"[0,17)",A,39.11465105826418
18,S08000016,"[0,17)",I,1.4181109936628464
18,S08000016,"[0,17)",H,0.20548439825711948
18,S08000016,"[0,17)",R,30.48710678807665
18,S08000016,"[0,17)",D,0.11763016595738857
18,S08000017,70+,S,26963.733501693532
18,S08000017,70+,E,29.287492610524314
18,S08000017,70+,A,30.768213845482773
18,S08000017,70+,I,1.1115803598782923
18,S08000017,70+,H,0.16055568419010732
18,S08000017,70+,R,23.846815826488704
18,S08000017,70+,D,0.0918399798838911
18,S08000017,"[17,70)",S,96804.75073454955
18,S08000017,"[17,70)",E,30.2481229103946
18,S08000017,"[17,70)",A,31.697879955222394
18,S08000017,"[17,70)",I,1.1639245162299776
18,S08000017,"[17,70)",H,0.20420262547738705
18,S08000017,"[17,70)",R,30.787397148874412
18,S08000017,"[17,70)",D,0.14773829417324147
18,S08000017,"[0,17)",S,24756.923099915282
18,S08000017,"[0,17)",E,29.1896450685247
18,S08000017,"[0,17)",A,30.70400245243783
18,S08000017,"[0,17)",I,1.1099696532974734
18,S08000017,"[0,17)",H,0.16041334719257627
18,S08000017,"[0,17)",R,23.821098985938082
18,S08000017,"[0,17)",D,0.09177057732693557
18,S08000019,70+,S,40888.37638612474
18,S08000019,70+,E,31.6545965995238
18,S08000019,70+,A,31.6192774623061
18,S08000019,70+,I,1.1040912998296413
18,S08000019,70+,H,0.1527844021603228
18,S08000019,70+,R,23.006643817323596
18,S08000019,70+,D,0.0862202941035286
18,S08000019,"[17,70)",S,209115.9240701823
18,S08000019,"[17,70)",E,36.067166552107125
18,S08000019,"[17,70)",A,35.94208382011898
18,S08000019,"[17,70)",I,1.2703472835209617
18,S08000019,"[17,70)",H,0.20661922315328904
18,S08000019,"[17,70)",R,31.44638877794024
18,S08000019,"[17,70)",D,0.14332416097288658
18,S08000019,"[0,17)",S,55784.143913051084
18,S08000019,"[0,17)",E,32.16272609451094
18,S08000019,"[0,17)",A,32.05609793443368
18,S08000019,"[0,17)",I,1.1179749582681415
18,S08000019,"[0,17)",H,0.15451918504866602
18,S08000019,"[0,17)",R,23.277596933694817
18,S08000019,"[0,17)",D,0.08717184299129349
18,S08000020,70+,S,74022.91640109317
18,S08000020,70+,E,39.24321122837945
18,S08000020,70+,A,39.69837742382528
18,S08000020,70+,I,1.399729231944404
18,S08000020,70+,H,0.19631738099724266
18,S08000020,70+,R,29.434681629013518
18,S08000020,70+,D,0.11128201264846097
18,S08000020,"[17,70)",S,404682.9784456944
18,S08000020,"[17,70)",E,42.54955983512344
18,S08000020,"[17,70)",A,43.19276438362462
18,S08000020,"[17,70)",I,1.548927010686287
18,S08000020,"[17,70)",H,0.2591727953309278
18,S08000020,"[17,70)",R,39.2885563071379
18,S08000020,"[17,70)",D,0.18257397373532236
18,S08000020,"[0,17)",S,105495.88318046575
18,S08000020,"[0,17)",E,39.656239299712944
18,S08000020,"[0,17)",A,40.06470710395779
18,S08000020,"[0,17)",I,1.411689252797824
18,S08000020,"[0,17)",H,0.19787189439917924
18,S08000020,"[0,17)",R,29.674165698300886
18,S08000020,"[0,17)",D,0.11214628516265432
18,S08000022,70+,S,51987.113689015816
18,S08000022,70+,E,33.20521974582309
18,S08000022,70+,A,33.85984306140891
18,S08000022,70+,I,1.2002502974788332
18,S08000022,70+,H,0.16947456831683577
18,S08000022,70+,R,25.35525080904755
18,S08000022,70+,D,0.09627250209117952
18,S08000022,"[17,70)",S,213901.25033606685
18,S08000022,"[17,70)",E,35.46004824239083
18,S08000022,"[17,70)",A,36.205609759160815
18,S08000022,"[17,70)",I,1.304363148186825
18,S08000022,"[17,70)",H,0.22057496577236782
18,S08000022,"[17,70)",R,33.40265307191788
18,S08000022,"[17,70)",D,0.1564147456568272
18,S08000022,"[0,17)",S,55616.93280294611
18,S08000022,"[0,17)",E,33.28228451876135
18,S08000022,"[0,17)",A,33.92337227071771
18,S08000022,"[0,17)",I,1.2022191203511325
18,S08000022,"[0,17)",H,0.16971544735578134
18,S08000022,"[0,17)",R,25.39320154019744
18,S08000022,"[0,17)",D,0.09640415649864766
18,S08000024,70+,S,103092.28620567876
18,S08000024,70+,E,73.51492097106154
18,S08000024,70+,A,69.00988145495096
18,S08000024,70+,I,2.2931104400880877
18,S08000024,70+,H,0.29446568552862984
18,S08000024,70+,R,45.43967722881393
18,S08000024,70+,D,0.16173854076371755
18,S08000024,"[17,70)",S,634989.9034245621
18,S08000024,"[17,70)",E,94.81142940491783
18,S08000024,"[17,70)",A,90.71265735999333
18,S08000024,"[17,70)",I,3.0880922229786636
18,S08000024,"[17,70)",H,0.453374204853704
18,S08000024,"[17,70)",R,69.73902471096584
18,S08000024,"[17,70)",D,0.291997534776247
18,S08000024,"[0,17)",S,159040.84595345633
18,S08000024,"[0,17)",E,75.8617838140772
18,S08000024,"[0,17)",A,71.32269063746969
18,S08000024,"[0,17)",I,2.373624807921052
18,S08000024,"[0,17)",H,0.30564707365161053
18,S08000024,"[0,17)",R,47.122235420069686
18,S08000024,"[0,17)",D,0.1680647904114528
18,S08000025,70+,S,3660.003858666044
18,S08000025,70+,E,15.251757207161008
18,S08000025,70+,A,18.22101204327017
18,S08000025,70+,I,0.702276349398337
18,S08000025,70+,H,0.10739932549912988
18,S08000025,70+,R,15.651447248276579
18,S08000025,70+,D,0.06224916035219993
18,S08000025,"[17,70)",S,14646.274366108775
18,S08000025,"[17,70)",E,18.199562633725034
18,S08000025,"[17,70)",A,20.396499301599576
18,S08000025,"[17,70)",I,0.7755253246171673
18,S08000025,"[17,70)",H,0.1410372551091478
18,S08000025,"[17,70)",R,21.10981522190545
18,S08000025,"[17,70)",D,0.10319415427415483
18,S08000025,"[0,17)",S,3722.88023028551
18,S08000025,"[0,17)",E,15.313182899740609
18,S08000025,"[0,17)",A,18.26469324671055
18,S08000025,"[0,17)",I,0.7033944010436923
18,S08000025,"[0,17)",H,0.10749290974843706
18,S08000025,"[0,17)",R,15.668713449337856
18,S08000025,"[0,17)",D,0.06229280790653185
18,S08000026,70+,S,3118.976433901238
18,S08000026,70+,E,14.753997814773193
18,S08000026,70+,A,17.879227844516432
18,S08000026,70+,I,0.6939105440411483
18,S08000026,70+,H,0.10675821882057042
18,S08000026,70+,R,15.527711173026885
18,S08000026,70+,D,0.0619605035847596
18,S08000026,"[17,70)",S,15312.721051627397
18,S08000026,"[17,70)",E,18.430720969191924
18,S08000026,"[17,70)",A,20.595916331257545
18,S08000026,"[17,70)",I,0.7817266873755628
18,S08000026,"[17,70)",H,0.1417595402652574
18,S08000026,"[17,70)",R,21.22524785197208
18,S08000026,"[17,70)",D,0.10357699253037228
18,S08000026,"[0,17)",S,4396.468908938347
18,S08000026,"[0,17)",E,15.99673154414384
18,S08000026,"[0,17)",A,18.765602645664273
18,S08000026,"[0,17)",I,0.7166715635568931
18,S08000026,"[0,17)",H,0.10867704671869653
18,S08000026,"[0,17)",R,15.880549555222519
18,S08000026,"[0,17)",D,0.06285870634808041
18,S08000028,70+,S,4793.47409848737
18,S08000028,70+,E,26.221657129579206
18,S08000028,70+,A,30.388340879433198
18,S08000028,70+,I,1.1537333709165614
18,S08000028,70+,H,0.1741440001643058
18,S08000028,70+,R,25.487388773933343
18,S08000028,70+,D,0.10063735860835533
18,S08000028,"[17,70)",S,17268.576016239575
18,S08000028,"[17,70)",E,29.85248632765372
18,S08000028,"[17,70)",A,33.052940321406396
18,S08000028,"[17,70)",I,1.2492727769467455
18,S08000028,"[17,70)",H,0.22606259354936153
18,S08000028,"[17,70)",R,33.87797615859988
18,S08000028,"[17,70)",D,0.1652455822727528
18,S08000028,"[0,17)",S,4503.0826786349335
18,S08000028,"[0,17)",E,25.913487524721358
18,S08000028,"[0,17)",A,30.175669102591563
18,S08000028,"[0,17)",I,1.148390823620457
18,S08000028,"[0,17)",H,0.17370536159275915
18,S08000028,"[0,17)",R,25.40563470594366
18,S08000028,"[0,17)",D,0.10043384659856608
18,S08000029,70+,S,53470.9337830349
18,S08000029,70+,E,54.878748699688664
18,S08000029,70+,A,56.25575325544233
18,S08000029,70+,I,2.00246921209924
18,S08000029,70+,H,0.2844952822082967
18,S08000029,70+,R,42.4827891755127
18,S08000029,70+,D,0.16196134011759888
18,S08000029,"[17,70)",S,249957.0237990188
18,S08000029,"[17,70)",E,58.06683214591398
18,S08000029,"[17,70)",A,59.50367126237769
18,S08000029,"[17,70)",I,2.1516032748707383
18,S08000029,"[17,70)",H,0.3676138504586859
18,S08000029,"[17,70)",R,55.62402505226169
18,S08000029,"[17,70)",D,0.262455395320864
18,S08000029,"[0,17)",S,67993.0827290205
18,S08000029,"[0,17)",E,55.25761576414208
18,S08000029,"[0,17)",A,56.553165059752935
18,S08000029,"[0,17)",I,2.011314878375598
18,S08000029,"[0,17)",H,0.2855157540832054
18,S08000029,"[0,17)",R,42.647151382341924
18,S08000029,"[0,17)",D,0.16250814078674977
18,S08000030,70+,S,63642.020949516445
18,S08000030,70+,E,25.647213404586907
18,S08000030,70+,A,24.92717102801616
18,S08000030,70+,I,0.8519778456512849
18,S08000030,70+,H,0.11421520957544518
18,S08000030,70+,R,17.374744153908615
18,S08000030,70+,D,0.06372884179523351
18,S08000030,"[17,70)",S,280461.3158586952
18,S08000030,"[17,70)",E,30.246471577440563
18,S08000030,"[17,70)",A,29.63707498101369
18,S08000030,"[17,70)",I,1.0309455165550474
18,S08000030,"[17,70)",H,0.16032552692680252
18,S08000030,"[17,70)",R,24.501610547064118
18,S08000030,"[17,70)",D,0.1077131559554887
18,S08000030,"[0,17)",S,71752.50433848197
18,S08000030,"[0,17)",E,25.841594621774767
18,S08000030,"[0,17)",A,25.111782849460905
18,S08000030,"[0,17)",I,0.8582738737822199
18,S08000030,"[0,17)",H,0.11507319160014287
18,S08000030,"[0,17)",R,17.504724859865718
18,S08000030,"[0,17)",D,0.06421212151901766
18,S08000031,70+,S,137111.95586244165
18,S08000031,70+,E,77.05607763531746
18,S08000031,70+,A,73.31361750696368
18,S08000031,70+,I,2.4682853433237604
18,S08000031,70+,H,0.32456321751226014
18,S08000031,70+,R,49.70160545091982
18,S08000031,70+,D,0.1799884041489904
18,S08000031,"[17,70)",S,829306.8989160296
18,S08000031,"[17,70)",E,96.77717704590606
18,S08000031,"[17,70)",A,92.82277970605953
18,S08000031,"[17,70)",I,3.176063873860236
18,S08000031,"[17,70)",H,0.4786322568679497
18,S08000031,"[17,70)",R,73.5305891164149
18,S08000031,"[17,70)",D,0.3158419719449498
18,S08000031,"[0,17)",S,207882.3546645212
18,S08000031,"[0,17)",E,79.17000307059601
18,S08000031,"[0,17)",A,75.32595357206988
18,S08000031,"[0,17)",I,2.536538580456266
18,S08000031,"[0,17)",H,0.3337088165896958
18,S08000031,"[0,17)",R,51.09403002093458
18,S08000031,"[0,17)",D,0.18510141829063373
18,S08000032,70+,S,82973.94875524823
18,S08000032,70+,E,33.59974114109148
18,S08000032,70+,A,32.1414550343474
18,S08000032,70+,I,1.0870820870704727
18,S08000032,70+,H,0.14400280422274117
18,S08000032,70+,R,21.99888158973093
18,S08000032,70+,D,0.0800820952999476
18,S08000032,"[17,70)",S,450734.93937308586
18,S08000032,"[17,70)",E,41.52887978027713
18,S08000032,"[17,70)",A,39.889698961024116
18,S08000032,"[17,70)",I,1.367532335570563
18,S08000032,"[17,70)",H,0.20791237876130692
18,S08000032,"[17,70)",R,31.92830266750157
18,S08000032,"[17,70)",D,0.13830079135783913
18,S08000032,"[0,17)",S,125195.41878696438
18,S08000032,"[0,17)",E,34.57422323002696
18,S08000032,"[0,17)",A,33.04959584697994
18,S08000032,"[0,17)",I,1.1174186203127665
18,S08000032,"[0,17)",H,0.14798763156165184
18,S08000032,"[0,17)",R,22.60969226428629
18,S08000032,"[0,17)",D,0.08229544238027656
19,S08000015,70+,S,58615.64284699992
19,S08000015,70+,E,23.803141315000595
19,S08000015,70+,A,24.15928351587603
19,S08000015,70+,I,0.8551180256463466
19,S08000015,70+,H,0.12249987977571719
19,S08000015,70+,R,18.346028121890278
19,S08000015,70+,D,0.07108214190835536
19,S08000015,"[17,70)",S,245603.4005040674
19,S08000015,"[17,70)",E,25.844804084163147
19,S08000015,"[17,70)",A,26.14238904621935
19,S08000015,"[17,70)",I,0.9327490098913569
19,S08000015,"[17,70)",H,0.1531103591458238
19,S08000015,"[17,70)",R,23.418031400518288
19,S08000015,"[17,70)",D,0.10841203270659173
19,S08000015,"[0,17)",S,65239.39916419923
19,S08000015,"[0,17)",E,23.90645263929155
19,S08000015,"[0,17)",A,24.244877801088663
19,S08000015,"[0,17)",I,0.8577734935792793
19,S08000015,"[0,17)",H,0.12282713398561414
19,S08000015,"[0,17)",R,18.397641123284966
19,S08000015,"[0,17)",D,0.07126360952380567
19,S08000016,70+,S,19893.616263076874
19,S08000016,70+,E,44.27784427194958
19,S08000016,70+,A,47.17971988495336
19,S08000016,70+,I,1.720234143591928
19,S08000016,70+,H,0.2550929212884428
19,S08000016,70+,R,37.80120543424505
19,S08000016,70+,D,0.14964026709121414
19,S08000016,"[17,70)",S,74863.11368305214
19,S08000016,"[17,70)",E,46.53225040608775
19,S08000016,"[17,70)",A,48.97685453826116
19,S08000016,"[17,70)",I,1.7957921503811605
19,S08000016,"[17,70)",H,0.3093338884607878
19,S08000016,"[17,70)",R,47.04696821520879
19,S08000016,"[17,70)",D,0.22511774949344737
19,S08000016,"[0,17)",S,20105.561990683844
19,S08000016,"[0,17)",E,44.305933867371614
19,S08000016,"[0,17)",A,47.198156844354116
19,S08000016,"[0,17)",I,1.720692991601911
19,S08000016,"[0,17)",H,0.25513245261771833
19,S08000016,"[0,17)",R,37.808433818132805
19,S08000016,"[0,17)",D,0.14965934207962447
19,S08000017,70+,S,26945.291336967948
19,S08000017,70+,E,35.22389799145435
19,S08000017,70+,A,37.212635062616535
19,S08000017,70+,I,1.3508926538744666
19,S08000017,70+,H,0.1995233435850721
19,S08000017,70+,R,29.60478958598369
19,S08000017,70+,D,0.11692439455786738
19,S08000017,"[17,70)",S,96785.49708711513
19,S08000017,"[17,70)",E,36.58582186211214
19,S08000017,"[17,70)",A,38.36934608678207
19,S08000017,"[17,70)",I,1.4042776609919656
19,S08000017,"[17,70)",H,0.24139662648303223
19,S08000017,"[17,70)",R,36.72655108949768
19,S08000017,"[17,70)",D,0.17551955896108648
19,S08000017,"[0,17)",S,24738.566666301376
19,S08000017,"[0,17)",E,35.08210023815191
19,S08000017,"[0,17)",A,37.119292413567585
19,S08000017,"[0,17)",I,1.3485485160223343
19,S08000017,"[0,17)",H,0.19931551031154385
19,S08000017,"[0,17)",R,29.56725458336302
19,S08000017,"[0,17)",D,0.11682243718843204
19,S08000019,70+,S,40867.665066049856
19,S08000019,70+,E,38.849403926461655
19,S08000019,70+,A,38.906792550228445
19,S08000019,70+,I,1.3626409368932892
19,S08000019,70+,H,0.19215848128585772
19,S08000019,70+,R,28.913083309870885
19,S08000019,70+,D,0.11085474544145132
19,S08000019,"[17,70)",S,209092.1465234107
19,S08000019,"[17,70)",E,44.44403320591359
19,S08000019,"[17,70)",A,44.2621734253053
19,S08000019,"[17,70)",I,1.5591917312153896
19,S08000019,"[17,70)",H,0.24883949137224806
19,S08000019,"[17,70)",R,38.16627583703973
19,S08000019,"[17,70)",D,0.17296289852342064
19,S08000019,"[0,17)",S,55763.054722109846
19,S08000019,"[0,17)",E,39.51843299332724
19,S08000019,"[0,17)",A,39.4745306837064
19,S08000019,"[0,17)",I,1.3805483513479961
19,S08000019,"[0,17)",H,0.1944070269780725
19,S08000019,"[0,17)",R,29.265250599185563
19,S08000019,"[0,17)",D,0.11210823557476184
19,S08000020,70+,S,73997.43324815186
19,S08000020,70+,E,47.969512975161145
19,S08000020,70+,A,48.634648265849755
19,S08000020,70+,I,1.7198766206521106
19,S08000020,70+,H,0.24597223987876654
19,S08000020,70+,R,36.85411887158892
19,S08000020,70+,D,0.1426228749774278
19,S08000020,"[17,70)",S,404655.2612851754
19,S08000020,"[17,70)",E,52.09805830435253
19,S08000020,"[17,70)",A,52.85245184964826
