time,healthboard,age,state,total
1,S08000015,70+,I,0.0
1,S08000015,70+,H,0.0
1,S08000015,70+,R,0.0
1,S08000015,70+,D,0.0
1,S08000015,"[17,70)",S,245676.0
1,S08000015,"[17,70)",E,2.292
1,S08000015,"[17,70)",A,1.7079999999999997
1,S08000015,"[17,70)",I,0.0
1,S08000015,"[17,70)",H,0.0
1,S08000015,"[17,70)",R,0.0
1,S08000015,"[17,70)",D,0.0
1,S08000015,"[0,17)",S,65307.0
1,S08000015,"[0,17)",E,0.0
1,S08000015,"[0,17)",A,0.0
1,S08000015,"[0,17)",I,0.0
1,S08000015,"[0,17)",H,0.0
1,S08000015,"[0,17)",R,0.0
1,S08000015,"[0,17)",D,0.0
1,S08000016,70+,S,20025.0
1,S08000016,70+,E,0.0
1,S08000016,70+,A,0.0
1,S08000016,70+,I,0.0
1,S08000016,70+,H,0.0
1,S08000016,70+,R,0.0
1,S08000016,70+,D,0.0
1,S08000016,"[17,70)",S,74999.0
1,S08000016,"[17,70)",E,5.157
1,S08000016,"[17,70)",A,3.8429999999999995
1,S08000016,"[17,70)",I,0.0
1,S08000016,"[17,70)",H,0.0
1,S08000016,"[17,70)",R,0.0
1,S08000016,"[17,70)",D,0.0
1,S08000016,"[0,17)",S,20237.0
1,S08000016,"[0,17)",E,0.0
1,S08000016,"[0,17)",A,0.0
1,S08000016,"[0,17)",I,0.0
1,S08000016,"[0,17)",H,0.0
1,S08000016,"[0,17)",R,0.0
1,S08000016,"[0,17)",D,0.0
1,S08000017,70+,S,27049.0
1,S08000017,70+,E,0.0
1,S08000017,70+,A,0.0
1,S08000017,70+,I,0.0
1,S08000017,70+,H,0.0
1,S08000017,70+,R,0.0
1,S08000017,70+,D,0.0
1,S08000017,"[17,70)",S,96892.0
1,S08000017,"[17,70)",E,4.011
1,S08000017,"[17,70)",A,2.989
1,S08000017,"[17,70)",I,0.0
1,S08000017,"[17,70)",H,0.0
1,S08000017,"[17,70)",R,0.0
1,S08000017,"[17,70)",D,0.0
1,S08000017,"[0,17)",S,24842.0
1,S08000017,"[0,17)",E,0.0
1,S08000017,"[0,17)",A,0.0
1,S08000017,"[0,17)",I,0.0
1,S08000017,"[0,17)",H,0.0
1,S08000017,"[0,17)",R,0.0
1,S08000017,"[0,17)",D,0.0
1,S08000019,70+,S,40976.0
1,S08000019,70+,E,0.0
1,S08000019,70+,A,0.0
1,S08000019,70+,I,0.0
1,S08000019,70+,H,0.0
1,S08000019,70+,R,0.0
1,S08000019,70+,D,0.0
1,S08000019,"[17,70)",S,209215.0
1,S08000019,"[17,70)",E,3.438
1,S08000019,"[17,70)",A,2.562
1,S08000019,"[17,70)",I,0.0
1,S08000019,"[17,70)",H,0.0
1,S08000019,"[17,70)",R,0.0
1,S08000019,"[17,70)",D,0.0
1,S08000019,"[0,17)",S,55873.0
1,S08000019,"[0,17)",E,0.0
1,S08000019,"[0,17)",A,0.0
1,S08000019,"[0,17)",I,0.0
1,S08000019,"[0,17)",H,0.0
1,S08000019,"[0,17)",R,0.0
1,S08000019,"[0,17)",D,0.0
1,S08000020,70+,S,74133.0
1,S08000020,70+,E,0.0
1,S08000020,70+,A,0.0
1,S08000020,70+,I,0.0
1,S08000020,70+,H,0.0
1,S08000020,70+,R,0.0
1,S08000020,70+,D,0.0
1,S08000020,"[17,70)",S,404802.0
1,S08000020,"[17,70)",E,4.5840000000000005
1,S08000020,"[17,70)",A,3.4159999999999995
1,S08000020,"[17,70)",I,0.0
1,S08000020,"[17,70)",H,0.0
1,S08000020,"[17,70)",R,0.0
1,S08000020,"[17,70)",D,0.0
1,S08000020,"[0,17)",S,105607.0
1,S08000020,"[0,17)",E,0.0
1,S08000020,"[0,17)",A,0.0
1,S08000020,"[0,17)",I,0.0
1,S08000020,"[0,17)",H,0.0
1,S08000020,"[0,17)",R,0.0
1,S08000020,"[0,17)",D,0.0
1,S08000022,70+,S,52081.0
1,S08000022,70+,E,0.0
1,S08000022,70+,A,0.0
1,S08000022,70+,I,0.0
1,S08000022,70+,H,0.0
1,S08000022,70+,R,0.0
1,S08000022,70+,D,0.0
1,S08000022,"[17,70)",S,214001.0
1,S08000022,"[17,70)",E,4.011
1,S08000022,"[17,70)",A,2.989
1,S08000022,"[17,70)",I,0.0
1,S08000022,"[17,70)",H,0.0
1,S08000022,"[17,70)",R,0.0
1,S08000022,"[17,70)",D,0.0
1,S08000022,"[0,17)",S,55711.0
1,S08000022,"[0,17)",E,0.0
1,S08000022,"[0,17)",A,0.0
1,S08000022,"[0,17)",I,0.0
1,S08000022,"[0,17)",H,0.0
1,S08000022,"[0,17)",R,0.0
1,S08000022,"[0,17)",D,0.0
1,S08000024,70+,S,103283.0
1,S08000024,70+,E,0.0
1,S08000024,70+,A,0.0
1,S08000024,70+,I,0.0
1,S08000024,70+,H,0.0
1,S08000024,70+,R,0.0
1,S08000024,70+,D,0.0
1,S08000024,"[17,70)",S,635240.0
1,S08000024,"[17,70)",E,5.157
1,S08000024,"[17,70)",A,3.8429999999999995
1,S08000024,"[17,70)",I,0.0
1,S08000024,"[17,70)",H,0.0
1,S08000024,"[17,70)",R,0.0
1,S08000024,"[17,70)",D,0.0
1,S08000024,"[0,17)",S,159238.0
1,S08000024,"[0,17)",E,0.0
1,S08000024,"[0,17)",A,0.0
1,S08000024,"[0,17)",I,0.0
1,S08000024,"[0,17)",H,0.0
1,S08000024,"[0,17)",R,0.0
1,S08000024,"[0,17)",D,0.0
1,S08000025,70+,S,3710.0
1,S08000025,70+,E,0.0
1,S08000025,70+,A,0.0
1,S08000025,70+,I,0.0
1,S08000025,70+,H,0.0
1,S08000025,70+,R,0.0
1,S08000025,70+,D,0.0
1,S08000025,"[17,70)",S,14702.0
1,S08000025,"[17,70)",E,2.865
1,S08000025,"[17,70)",A,2.135
1,S08000025,"[17,70)",I,0.0
1,S08000025,"[17,70)",H,0.0
1,S08000025,"[17,70)",R,0.0
1,S08000025,"[17,70)",D,0.0
1,S08000025,"[0,17)",S,3773.0
1,S08000025,"[0,17)",E,0.0
1,S08000025,"[0,17)",A,0.0
1,S08000025,"[0,17)",I,0.0
1,S08000025,"[0,17)",H,0.0
1,S08000025,"[0,17)",R,0.0
1,S08000025,"[0,17)",D,0.0
1,S08000026,70+,S,3168.0
1,S08000026,70+,E,0.0
1,S08000026,70+,A,0.0
1,S08000026,70+,I,0.0
1,S08000026,70+,H,0.0
1,S08000026,70+,R,0.0
1,S08000026,70+,D,0.0
1,S08000026,"[17,70)",S,15369.0
1,S08000026,"[17,70)",E,2.865
1,S08000026,"[17,70)",A,2.135
1,S08000026,"[17,70)",I,0.0
1,S08000026,"[17,70)",H,0.0
1,S08000026,"[17,70)",R,0.0
1,S08000026,"[17,70)",D,0.0
1,S08000026,"[0,17)",S,4448.0
1,S08000026,"[0,17)",E,0.0
1,S08000026,"[0,17)",A,0.0
1,S08000026,"[0,17)",I,0.0
1,S08000026,"[0,17)",H,0.0
1,S08000026,"[0,17)",R,0.0
1,S08000026,"[0,17)",D,0.0
1,S08000028,70+,S,4877.0
1,S08000028,70+,E,0.0
1,S08000028,70+,A,0.0
1,S08000028,70+,I,0.0
1,S08000028,70+,H,0.0
1,S08000028,70+,R,0.0
1,S08000028,70+,D,0.0
1,S08000028,"[17,70)",S,17359.0
1,S08000028,"[17,70)",E,4.5840000000000005
1,S08000028,"[17,70)",A,3.4159999999999995
1,S08000028,"[17,70)",I,0.0
1,S08000028,"[17,70)",H,0.0
1,S08000028,"[17,70)",R,0.0
1,S08000028,"[17,70)",D,0.0
1,S08000028,"[0,17)",S,4586.0
1,S08000028,"[0,17)",E,0.0
1,S08000028,"[0,17)",A,0.0
1,S08000028,"[0,17)",I,0.0
1,S08000028,"[0,17)",H,0.0
1,S08000028,"[0,17)",R,0.0
1,S08000028,"[0,17)",D,0.0
1,S08000029,70+,S,53627.0
1,S08000029,70+,E,0.0
1,S08000029,70+,A,0.0
1,S08000029,70+,I,0.0
1,S08000029,70+,H,0.0
1,S08000029,70+,R,0.0
1,S08000029,70+,D,0.0
1,S08000029,"[17,70)",S,250121.0
1,S08000029,"[17,70)",E,6.8759999999999994
1,S08000029,"[17,70)",A,5.124
1,S08000029,"[17,70)",I,0.0
1,S08000029,"[17,70)",H,0.0
1,S08000029,"[17,70)",R,0.0
1,S08000029,"[17,70)",D,0.0
1,S08000029,"[0,17)",S,68150.0
1,S08000029,"[0,17)",E,0.0
1,S08000029,"[0,17)",A,0.0
1,S08000029,"[0,17)",I,0.0
1,S08000029,"[0,17)",H,0.0
1,S08000029,"[0,17)",R,0.0
1,S08000029,"[0,17)",D,0.0
1,S08000030,70+,S,63711.0
1,S08000030,70+,E,0.0
1,S08000030,70+,A,0.0
1,S08000030,70+,I,0.0
1,S08000030,70+,H,0.0
1,S08000030,70+,R,0.0
1,S08000030,70+,D,0.0
1,S08000030,"[17,70)",S,280543.0
1,S08000030,"[17,70)",E,2.292
1,S08000030,"[17,70)",A,1.7079999999999997
1,S08000030,"[17,70)",I,0.0
1,S08000030,"[17,70)",H,0.0
1,S08000030,"[17,70)",R,0.0
1,S08000030,"[17,70)",D,0.0
1,S08000030,"[0,17)",S,71822.0
1,S08000030,"[0,17)",E,0.0
1,S08000030,"[0,17)",A,0.0
1,S08000030,"[0,17)",I,0.0
1,S08000030,"[0,17)",H,0.0
1,S08000030,"[0,17)",R,0.0
1,S08000030,"[0,17)",D,0.0
1,S08000031,70+,S,137315.0
1,S08000031,70+,E,0.0
1,S08000031,70+,A,0.0
1,S08000031,70+,I,0.0
1,S08000031,70+,H,0.0
1,S08000031,70+,R,0.0
1,S08000031,70+,D,0.0
1,S08000031,"[17,70)",S,829563.0
1,S08000031,"[17,70)",E,6.303
1,S08000031,"[17,70)",A,4.696999999999999
1,S08000031,"[17,70)",I,0.0
1,S08000031,"[17,70)",H,0.0
1,S08000031,"[17,70)",R,0.0
1,S08000031,"[17,70)",D,0.0
1,S08000031,"[0,17)",S,208091.0
1,S08000031,"[0,17)",E,0.0
1,S08000031,"[0,17)",A,0.0
1,S08000031,"[0,17)",I,0.0
1,S08000031,"[0,17)",H,0.0
1,S08000031,"[0,17)",R,0.0
1,S08000031,"[0,17)",D,0.0
1,S08000032,70+,S,83063.0
1,S08000032,70+,E,0.0
1,S08000032,70+,A,0.0
1,S08000032,70+,I,0.0
1,S08000032,70+,H,0.0
1,S08000032,70+,R,0.0
1,S08000032,70+,D,0.0
1,S08000032,"[17,70)",S,450845.0
1,S08000032,"[17,70)",E,2.865
1,S08000032,"[17,70)",A,2.135
1,S08000032,"[17,70)",I,0.0
1,S08000032,"[17,70)",H,0.0
1,S08000032,"[17,70)",R,0.0
1,S08000032,"[17,70)",D,0.0
1,S08000032,"[0,17)",S,125287.0
1,S08000032,"[0,17)",E,0.0
1,S08000032,"[0,17)",A,0.0
1,S08000032,"[0,17)",I,0.0
1,S08000032,"[0,17)",H,0.0
1,S08000032,"[0,17)",R,0.0
1,S08000032,"[0,17)",D,0.0
2,S08000015,70+,S,58682.65212819478
2,S08000015,70+,E,0.34787180521122374
2,S08000015,70+,A,0.0
2,S08000015,70+,I,0.0
2,S08000015,70+,H,0.0
2,S08000015,70+,R,0.0
2,S08000015,70+,D,0.0
2,S08000015,"[17,70)",S,245675.63219528034
2,S08000015,"[17,70)",E,1.681120719557242
2,S08000015,"[17,70)",A,2.3502080000000003
2,S08000015,"[17,70)",I,0.03364759999999999
2,S08000015,"[17,70)",H,0.0
2,S08000015,"[17,70)",R,0.3028284
2,S08000015,"[17,70)",D,0.0
2,S08000015,"[0,17)",S,65306.65141555129
2,S08000015,"[0,17)",E,0.3485844487091078
2,S08000015,"[0,17)",A,0.0
2,S08000015,"[0,17)",I,0.0
2,S08000015,"[0,17)",H,0.0
2,S08000015,"[0,17)",R,0.0
2,S08000015,"[0,17)",D,0.0
2,S08000016,70+,S,20024.229940599365
2,S08000016,70+,E,0.770059400622265
2,S08000016,70+,A,0.0
2,S08000016,70+,I,0.0
2,S08000016,70+,H,0.0
2,S08000016,70+,R,0.0
2,S08000016,70+,D,0.0
2,S08000016,"[17,70)",S,74998.22645492188
2,S08000016,"[17,70)",E,3.728506078118737
2,S08000016,"[17,70)",A,5.287968000000001
2,S08000016,"[17,70)",I,0.0757071
2,S08000016,"[17,70)",H,0.0
2,S08000016,"[17,70)",R,0.6813638999999999
2,S08000016,"[17,70)",D,0.0
2,S08000016,"[0,17)",S,20236.229922102204
2,S08000016,"[0,17)",E,0.7700778978027982
2,S08000016,"[0,17)",A,0.0
2,S08000016,"[0,17)",I,0.0
2,S08000016,"[0,17)",H,0.0
2,S08000016,"[0,17)",R,0.0
2,S08000016,"[0,17)",D,0.0
2,S08000017,70+,S,27048.4006396889
2,S08000017,70+,E,0.5993603110785604
2,S08000017,70+,A,0.0
2,S08000017,70+,I,0.0
2,S08000017,70+,H,0.0
2,S08000017,70+,R,0.0
2,S08000017,70+,D,0.0
2,S08000017,"[17,70)",S,96891.3969522036
2,S08000017,"[17,70)",E,2.9013507963557363
2,S08000017,"[17,70)",A,4.112864
2,S08000017,"[17,70)",I,0.0588833
2,S08000017,"[17,70)",H,0.0
2,S08000017,"[17,70)",R,0.5299497
2,S08000017,"[17,70)",D,0.0
2,S08000017,"[0,17)",S,24841.40078119506
2,S08000017,"[0,17)",E,0.5992188049455557
2,S08000017,"[0,17)",A,0.0
2,S08000017,"[0,17)",I,0.0
2,S08000017,"[0,17)",H,0.0
2,S08000017,"[0,17)",R,0.0
2,S08000017,"[0,17)",D,0.0
2,S08000019,70+,S,40975.47379947404
2,S08000019,70+,E,0.5262005259363618
2,S08000019,70+,A,0.0
2,S08000019,70+,I,0.0
2,S08000019,70+,H,0.0
2,S08000019,70+,R,0.0
2,S08000019,70+,D,0.0
2,S08000019,"[17,70)",S,209214.4171494734
2,S08000019,"[17,70)",E,2.5528245265822025
2,S08000019,"[17,70)",A,3.525312
2,S08000019,"[17,70)",I,0.0504714
2,S08000019,"[17,70)",H,0.0
2,S08000019,"[17,70)",R,0.45424259999999994
2,S08000019,"[17,70)",D,0.0
2,S08000019,"[0,17)",S,55872.468752588684
2,S08000019,"[0,17)",E,0.5312474113192643
2,S08000019,"[0,17)",A,0.0
2,S08000019,"[0,17)",I,0.0
2,S08000019,"[0,17)",H,0.0
2,S08000019,"[0,17)",R,0.0
2,S08000019,"[0,17)",D,0.0
2,S08000020,70+,S,74132.30520496811
2,S08000020,70+,E,0.6947950319029144
2,S08000020,70+,A,0.0
2,S08000020,70+,I,0.0
2,S08000020,70+,H,0.0
2,S08000020,70+,R,0.0
2,S08000020,70+,D,0.0
2,S08000020,"[17,70)",S,404801.25347003713
2,S08000020,"[17,70)",E,3.3731619630067153
2,S08000020,"[17,70)",A,4.700416000000001
2,S08000020,"[17,70)",I,0.0672952
2,S08000020,"[17,70)",H,0.0
2,S08000020,"[17,70)",R,0.6056567999999999
2,S08000020,"[17,70)",D,0.0
2,S08000020,"[0,17)",S,105606.30025709538
2,S08000020,"[0,17)",E,0.6997429045948472
2,S08000020,"[0,17)",A,0.0
2,S08000020,"[0,17)",I,0.0
2,S08000020,"[0,17)",H,0.0
2,S08000020,"[0,17)",R,0.0
2,S08000020,"[0,17)",D,0.0
2,S08000022,70+,S,52080.39235166883
2,S08000022,70+,E,0.6076483311515564
2,S08000022,70+,A,0.0
2,S08000022,70+,I,0.0
2,S08000022,70+,H,0.0
2,S08000022,70+,R,0.0
2,S08000022,70+,D,0.0
2,S08000022,"[17,70)",S,214000.36184419956
2,S08000022,"[17,70)",E,2.936458800490785
2,S08000022,"[17,70)",A,4.112864
2,S08000022,"[17,70)",I,0.0588833
2,S08000022,"[17,70)",H,0.0
2,S08000022,"[17,70)",R,0.5299497
2,S08000022,"[17,70)",D,0.0
2,S08000022,"[0,17)",S,55710.391659420115
2,S08000022,"[0,17)",E,0.608340579887924
2,S08000022,"[0,17)",A,0.0
2,S08000022,"[0,17)",I,0.0
2,S08000022,"[0,17)",H,0.0
2,S08000022,"[0,17)",R,0.0
2,S08000022,"[0,17)",D,0.0
2,S08000024,70+,S,103282.15897091101
2,S08000024,70+,E,0.8410290889915075
2,S08000024,70+,A,0.0
2,S08000024,70+,I,0.0
2,S08000024,70+,H,0.0
2,S08000024,70+,R,0.0
2,S08000024,70+,D,0.0
2,S08000024,"[17,70)",S,635238.7858748509
2,S08000024,"[17,70)",E,4.1690861489314335
2,S08000024,"[17,70)",A,5.287968000000001
2,S08000024,"[17,70)",I,0.0757071
2,S08000024,"[17,70)",H,0.0
2,S08000024,"[17,70)",R,0.6813638999999999
2,S08000024,"[17,70)",D,0.0
